location,walk,age,total_floors,floor,layout,area,rent
Edogawa,18,23.0,11.0,8.0,2LDK,58.5,136000.0
Edogawa,8,21.0,4.0,3.0,1K,29.79,99000.0
Edogawa,5,33.0,7.0,7.0,1DK,30.47,83000.0
Edogawa,5,33.0,7.0,5.0,1DK,30.47,86000.0
Edogawa,8,27.0,6.0,6.0,2LDK,58.0,160000.0
Edogawa,9,27.0,6.0,6.0,2LDK,58.0,160000.0
Edogawa,14,36.0,3.0,2.0,1LDK,48.0,100000.0
Edogawa,13,36.0,8.0,3.0,1LDK,40.0,106000.0
Edogawa,8,22.0,3.0,3.0,1K,30.47,82000.0
Edogawa,8,22.0,3.0,3.0,1K,30.59,90000.0
Edogawa,5,40.0,5.0,2.0,2DK,44.1,99000.0
Edogawa,5,40.0,5.0,3.0,2DK,44.1,100000.0
Edogawa,2,10.0,8.0,8.0,1K,28.11,98000.0
Edogawa,8,27.0,4.0,1.0,1K,21.84,71500.0
Edogawa,8,27.0,4.0,3.0,1K,21.84,74500.0
Edogawa,8,31.0,7.0,7.0,1LDK,44.84,123000.0
Edogawa,12,7.0,8.0,7.0,1DK,29.4,105000.0
Edogawa,12,7.0,8.0,6.0,2LDK,53.9,190000.0
Edogawa,5,8.0,4.0,2.0,1K,25.38,92000.0
Edogawa,5,8.0,4.0,3.0,1K,25.37,92000.0
Edogawa,7,3.0,6.0,2.0,2K,26.16,132000.0
Edogawa,7,3.0,6.0,1.0,2LDK,52.6,235000.0
Edogawa,4,15.0,9.0,3.0,1K,25.69,92000.0
Edogawa,4,15.0,9.0,7.0,1K,25.99,97000.0
Edogawa,13,20.0,8.0,4.0,1LDK,40.15,143000.0
Edogawa,13,20.0,8.0,6.0,1LDK,40.15,143000.0
Edogawa,10,6.0,7.0,2.0,1K,26.75,111500.0
Edogawa,10,6.0,7.0,7.0,2LDK,51.2,181000.0
Edogawa,4,4.0,6.0,5.0,1K,25.26,100000.0
Edogawa,3,32.0,3.0,1.0,1DK,36.5,78000.0
Edogawa,3,32.0,3.0,3.0,1DK,36.5,82000.0
Edogawa,19,0.0,3.0,1.0,1LDK,33.55,108000.0
Edogawa,19,0.0,3.0,1.0,1LDK,33.55,109000.0
Edogawa,19,0.0,3.0,1.0,1LDK,33.55,109000.0
Edogawa,19,0.0,3.0,2.0,1LDK,33.55,110000.0
Edogawa,3,19.0,5.0,3.0,1K,16.25,78000.0
Edogawa,3,19.0,5.0,3.0,1K,19.9,84000.0
Edogawa,6,3.0,9.0,2.0,1LDK,37.81,139000.0
Edogawa,6,3.0,9.0,2.0,1LDK,37.81,145000.0
Edogawa,4,27.0,1.0,4.0,1DK,35.06,101000.0
Edogawa,4,27.0,1.0,4.0,2DK,56.72,143000.0
Edogawa,8,17.0,3.0,2.0,1R,27.57,80000.0
Edogawa,5,39.0,3.0,3.0,2K,32.81,67000.0
Edogawa,5,39.0,3.0,3.0,2K,33.21,69000.0
Edogawa,10,36.0,7.0,3.0,2LDK,63.51,182000.0
Edogawa,3,32.0,3.0,1.0,1DK,36.5,78000.0
Edogawa,3,32.0,3.0,3.0,1DK,36.5,82000.0
Edogawa,2,23.0,11.0,6.0,2LDK,49.62,149000.0
Edogawa,4,23.0,11.0,4.0,1LDK,45.23,140000.0
Edogawa,4,23.0,11.0,10.0,2DK,49.71,150000.0
Edogawa,12,0.0,13.0,4.0,1DK,25.18,120000.0
Edogawa,12,0.0,13.0,12.0,1DK,25.18,133000.0
Edogawa,10,22.0,10.0,2.0,1K,30.87,109000.0
Edogawa,10,22.0,10.0,5.0,1K,30.87,112000.0
Edogawa,6,17.0,8.0,7.0,1K,25.03,95500.0
Edogawa,15,31.0,7.0,3.0,2DK,43.95,105000.0
Edogawa,16,2.0,5.0,1.0,1LDK,50.32,160000.0
Edogawa,16,2.0,5.0,2.0,2LDK,53.31,170000.0
Edogawa,13,7.0,3.0,3.0,1K,26.08,98000.0
Edogawa,3,7.0,4.0,4.0,1K,24.5,92000.0
Edogawa,4,11.0,4.0,3.0,1K,29.5,96000.0
Edogawa,7,22.0,7.0,3.0,1R,24.77,81000.0
Edogawa,9,9.0,5.0,2.0,1K,28.83,137000.0
Edogawa,9,9.0,5.0,2.0,1K,29.71,138000.0
Edogawa,15,5.0,4.0,2.0,1K,25.2,84000.0
Edogawa,15,5.0,4.0,3.0,1K,25.2,87000.0
Edogawa,10,39.0,8.0,5.0,2LDK,50.15,175000.0
Edogawa,10,39.0,8.0,4.0,2LDK,53.55,185000.0
Edogawa,14,32.0,4.0,3.0,2DK,40.0,115000.0
Edogawa,7,14.0,3.0,2.0,2LDK,54.31,125000.0
Edogawa,7,14.0,3.0,2.0,2LDK,54.31,130000.0
Edogawa,9,1.0,7.0,7.0,1DK,28.55,135000.0
Edogawa,9,1.0,7.0,2.0,1LDK,40.4,191000.0
Edogawa,3,30.0,3.0,1.0,2K,41.92,100000.0
Edogawa,3,30.0,3.0,3.0,1LDK,38.47,101000.0
Edogawa,10,21.0,10.0,6.0,2LDK,76.46,220000.0
Edogawa,12,8.0,3.0,3.0,1K,30.28,89000.0
Edogawa,12,8.0,3.0,2.0,1K,30.28,89000.0
Edogawa,6,22.0,7.0,3.0,1R,24.77,81000.0
Edogawa,6,27.0,4.0,1.0,2LDK,51.0,165000.0
Edogawa,6,27.0,4.0,2.0,2LDK,51.0,168000.0
Edogawa,6,27.0,4.0,1.0,2LDK,51.0,165000.0
Edogawa,6,27.0,4.0,2.0,2LDK,51.0,168000.0
Edogawa,4,3.0,9.0,5.0,2LDK,54.36,150500.0
Edogawa,8,24.0,9.0,5.0,1K,24.92,103000.0
Edogawa,8,24.0,9.0,7.0,1K,24.02,106000.0
Edogawa,12,0.0,7.0,1.0,2LDK,42.64,182000.0
Edogawa,12,0.0,7.0,5.0,1LDK,43.51,185000.0
Edogawa,6,3.0,10.0,2.0,1K,25.41,121000.0
Edogawa,6,3.0,10.0,5.0,1K,25.41,122000.0
Edogawa,2,38.0,11.0,3.0,2LDK,61.6,130000.0
Edogawa,6,0.0,10.0,3.0,1LDK,45.27,161000.0
Edogawa,6,0.0,10.0,4.0,1LDK,45.27,162000.0
Edogawa,4,11.0,5.0,2.0,1K,26.12,104000.0
Edogawa,6,4.0,14.0,4.0,1K,33.48,118500.0
Edogawa,6,4.0,14.0,6.0,1K,32.58,120500.0
Edogawa,3,24.0,5.0,4.0,1LDK,44.02,138000.0
Edogawa,3,24.0,5.0,2.0,1LDK,40.55,138000.0
Edogawa,8,34.0,11.0,5.0,1K,18.09,71000.0
Edogawa,8,34.0,11.0,4.0,1K,18.09,73000.0
Edogawa,9,0.0,9.0,7.0,2LDK,49.4,221000.0
Edogawa,13,38.0,3.0,2.0,2K,40.0,85000.0
Edogawa,11,36.0,6.0,2.0,2LDK,50.13,155000.0
Edogawa,16,35.0,3.0,2.0,1LDK,48.0,100000.0
Edogawa,16,35.0,3.0,2.0,1LDK,48.0,100000.0
Edogawa,7,38.0,5.0,2.0,1DK,38.25,85000.0
Edogawa,5,7.0,11.0,7.0,1K,26.84,104000.0
Edogawa,5,7.0,11.0,8.0,1K,26.84,105000.0
Edogawa,4,7.0,8.0,7.0,1K,25.62,104000.0
Edogawa,4,2.0,5.0,1.0,1LDK,41.58,148000.0
Edogawa,14,23.0,2.0,1.0,1K,19.87,70000.0
Edogawa,14,23.0,2.0,1.0,1K,19.87,71000.0
Edogawa,2,38.0,11.0,4.0,2LDK,57.24,157000.0
Edogawa,5,4.0,6.0,3.0,1K,26.4,110000.0
Edogawa,7,13.0,8.0,5.0,2LDK,53.56,178000.0
Edogawa,9,14.0,5.0,2.0,1K,25.66,106000.0
Edogawa,9,14.0,5.0,5.0,1K,28.3,115000.0
Edogawa,14,0.0,3.0,1.0,1LDK,38.87,146000.0
Edogawa,14,0.0,3.0,1.0,1LDK,40.9,148000.0
Edogawa,10,0.0,3.0,1.0,1LDK,38.87,146000.0
Edogawa,10,0.0,3.0,1.0,1LDK,40.9,148000.0
Edogawa,7,24.0,9.0,5.0,1K,24.92,105000.0
Edogawa,9,4.0,14.0,4.0,1K,33.48,118500.0
Edogawa,9,4.0,14.0,6.0,1K,32.58,120500.0
Edogawa,2,4.0,10.0,5.0,1K,25.14,103000.0
Edogawa,2,4.0,10.0,7.0,1K,25.14,105000.0
Edogawa,2,42.0,4.0,3.0,1DK,39.67,80000.0
Edogawa,6,21.0,6.0,4.0,1R,33.11,100000.0
Edogawa,5,5.0,10.0,6.0,1K,27.3,110000.0
Edogawa,4,3.0,9.0,9.0,1LDK,35.17,155000.0
Edogawa,9,35.0,3.0,2.0,1K,25.59,65000.0
Edogawa,5,18.0,3.0,2.0,1R,29.47,95000.0
Edogawa,3,37.0,1.0,4.0,2DK,35.36,110000.0
Edogawa,3,37.0,1.0,4.0,2DK,35.36,118000.0
Edogawa,13,36.0,1.0,4.0,1LDK,33.0,110000.0
Edogawa,13,36.0,1.0,5.0,2LDK,51.0,145000.0
Edogawa,5,5.0,8.0,1.0,1K,27.59,103000.0
Edogawa,5,5.0,8.0,6.0,1K,27.59,113000.0
Edogawa,3,41.0,5.0,3.0,1DK,23.0,83000.0
Edogawa,15,26.0,6.0,5.0,1LDK,53.15,135000.0
Edogawa,9,0.0,6.0,1.0,1DK,25.53,124000.0
Edogawa,9,0.0,6.0,1.0,1DK,25.48,124000.0
Edogawa,27,31.0,3.0,1.0,2LDK,51.65,95000.0
Edogawa,8,2.0,8.0,6.0,1K,29.84,128500.0
Edogawa,8,2.0,8.0,8.0,1K,29.84,128500.0
Edogawa,3,28.0,4.0,4.0,1DK,35.06,101000.0
Edogawa,3,28.0,4.0,4.0,2DK,56.72,143000.0
Edogawa,5,33.0,11.0,2.0,1K,18.55,71000.0
Edogawa,5,33.0,11.0,5.0,1K,18.55,73000.0
Edogawa,5,33.0,11.0,5.0,1K,18.55,73000.0
Edogawa,5,33.0,11.0,2.0,1R,18.55,75000.0
Edogawa,3,31.0,1.0,4.0,1K,25.0,78000.0
Edogawa,15,10.0,3.0,2.0,2LDK,63.12,178500.0
Edogawa,6,12.0,5.0,3.0,1DK,32.89,115000.0
Edogawa,10,27.0,4.0,4.0,1R,31.07,94000.0
Edogawa,3,27.0,4.0,4.0,1R,31.07,94000.0
Edogawa,1,22.0,9.0,7.0,2LDK,60.12,147000.0
Edogawa,4,37.0,9.0,6.0,2DK,46.44,125000.0
Edogawa,4,37.0,9.0,9.0,2DK,44.28,128000.0
Edogawa,5,37.0,5.0,2.0,2DK,43.07,120000.0
Edogawa,5,37.0,5.0,3.0,1LDK,40.0,120000.0
Edogawa,23,8.0,5.0,1.0,1LDK,47.0,110000.0
Edogawa,23,8.0,5.0,5.0,1LDK,47.0,120000.0
Edogawa,3,30.0,7.0,4.0,1K,25.0,78000.0
Edogawa,3,24.0,10.0,6.0,2DK,43.44,139000.0
Edogawa,3,24.0,10.0,4.0,2DK,43.44,143000.0
Edogawa,4,27.0,10.0,5.0,1K,41.44,108000.0
Edogawa,4,27.0,10.0,5.0,1K,41.44,110000.0
Edogawa,9,41.0,3.0,2.0,1K,19.44,72000.0
Edogawa,2,35.0,7.0,1.0,1R,24.47,70000.0
Edogawa,2,35.0,7.0,2.0,1K,24.47,72000.0
Edogawa,4,2.0,1.0,4.0,1K,25.1,128000.0
Edogawa,4,2.0,1.0,2.0,1K,25.1,133000.0
Edogawa,10,0.0,5.0,1.0,2LDK,51.03,208000.0
Edogawa,10,0.0,5.0,1.0,2LDK,50.68,210000.0
Edogawa,6,4.0,6.0,1.0,1LDK,50.22,151000.0
Edogawa,4,27.0,10.0,4.0,1K,82.92,108000.0
Edogawa,4,27.0,10.0,5.0,1K,41.44,108000.0
Edogawa,1,36.0,10.0,7.0,2LDK,63.17,167000.0
Edogawa,1,36.0,10.0,6.0,1LDK,63.17,167000.0
Edogawa,2,9.0,12.0,4.0,1K,25.03,118000.0
Edogawa,2,9.0,12.0,8.0,1K,25.98,125000.0
Edogawa,14,52.0,4.0,1.0,1DK,39.0,95000.0
Edogawa,12,40.0,4.0,1.0,1DK,39.0,95000.0
Edogawa,9,34.0,3.0,3.0,1K,18.59,55000.0
Edogawa,9,34.0,3.0,3.0,1K,18.59,55000.0
Edogawa,9,34.0,3.0,3.0,1K,17.01,57000.0
Edogawa,4,42.0,6.0,3.0,1DK,31.63,90000.0
Edogawa,6,3.0,10.0,2.0,1K,25.41,121000.0
Edogawa,6,3.0,10.0,3.0,2LDK,50.49,214000.0
Edogawa,18,14.0,9.0,1.0,2DK,47.44,145000.0
Edogawa,18,14.0,9.0,1.0,2DK,48.16,150000.0
Edogawa,2,0.0,5.0,5.0,1R,24.97,105000.0
Edogawa,2,0.0,5.0,3.0,1R,24.97,105000.0
Edogawa,2,1.0,5.0,5.0,1R,24.97,105000.0
Edogawa,2,1.0,5.0,2.0,1R,24.97,105000.0
Edogawa,8,3.0,6.0,5.0,1K,25.35,119000.0
Edogawa,8,3.0,6.0,4.0,1K,25.35,119000.0
Edogawa,9,3.0,6.0,5.0,1K,25.35,119000.0
Edogawa,9,3.0,6.0,6.0,2LDK,50.25,213000.0
Edogawa,5,37.0,3.0,1.0,1K,17.35,62000.0
Edogawa,1,28.0,10.0,6.0,2LDK,57.28,174000.0
Edogawa,1,28.0,10.0,5.0,2LDK,64.87,182000.0
Edogawa,4,23.0,10.0,6.0,2LDK,69.63,160000.0
Edogawa,25,37.0,3.0,2.0,2DK,42.7,82000.0
Edogawa,15,39.0,3.0,3.0,1K,20.34,60000.0
Edogawa,15,39.0,3.0,2.0,1DK,23.0,64000.0
Edogawa,9,36.0,5.0,3.0,1R,16.2,73000.0
Edogawa,9,36.0,5.0,2.0,1R,16.2,73000.0
Edogawa,3,35.0,4.0,4.0,1K,16.8,53000.0
Edogawa,3,35.0,4.0,4.0,1R,16.8,53000.0
Edogawa,24,14.0,3.0,2.0,1K,26.08,80000.0
Edogawa,18,14.0,3.0,2.0,1K,26.08,80000.0
Edogawa,5,36.0,3.0,2.0,1K,21.7,60000.0
Edogawa,20,63.0,7.0,7.0,2LDK,64.45,88000.0
Edogawa,3,42.0,11.0,6.0,1K,24.0,90000.0
Edogawa,3,42.0,11.0,4.0,1K,24.0,90000.0
Edogawa,3,36.0,6.0,3.0,2LDK,60.0,172000.0
Edogawa,3,36.0,6.0,4.0,2LDK,60.0,175000.0
Edogawa,3,37.0,6.0,3.0,2LDK,60.0,172000.0
Edogawa,3,37.0,6.0,4.0,2LDK,60.0,175000.0
Edogawa,25,37.0,3.0,2.0,2DK,42.7,82000.0
Edogawa,7,1.0,6.0,5.0,2LDK,53.26,210000.0
Edogawa,7,1.0,6.0,5.0,2LDK,53.38,213000.0
Edogawa,3,0.0,1.0,14.0,2LDK,59.16,280000.0
Edogawa,4,34.0,6.0,5.0,2DK,49.88,136000.0
Edogawa,1,40.0,3.0,2.0,1LDK,33.3,67000.0
Edogawa,1,40.0,3.0,3.0,1LDK,33.3,82000.0
Edogawa,9,36.0,5.0,1.0,1R,16.2,76000.0
Edogawa,9,36.0,5.0,2.0,1R,16.2,76000.0
Edogawa,4,0.0,7.0,1.0,1LDK,43.67,191000.0
Edogawa,4,0.0,7.0,2.0,1LDK,43.67,198000.0
Edogawa,21,0.0,15.0,7.0,2LDK,54.06,174000.0
Edogawa,21,0.0,15.0,10.0,2LDK,54.06,188000.0
Edogawa,7,36.0,4.0,4.0,1R,17.5,59000.0
Edogawa,7,36.0,4.0,2.0,1R,16.5,59000.0
Edogawa,8,41.0,5.0,3.0,2LDK,70.2,129000.0
Edogawa,6,40.0,8.0,1.0,1R,21.1,70000.0
Edogawa,17,38.0,3.0,2.0,1DK,30.0,66000.0
Edogawa,9,34.0,4.0,1.0,1R,16.0,50000.0
Edogawa,2,14.0,8.0,2.0,1LDK,40.34,120500.0
Edogawa,7,3.0,6.0,1.0,2LDK,52.6,235000.0
Edogawa,7,3.0,6.0,2.0,2LDK,52.45,237000.0
Edogawa,1,36.0,10.0,6.0,1LDK,63.17,167000.0
Edogawa,1,36.0,10.0,7.0,2LDK,63.17,169000.0
Edogawa,10,37.0,3.0,3.0,1K,16.74,50000.0
Edogawa,9,32.0,9.0,4.0,2LDK,56.47,203000.0
Edogawa,9,32.0,9.0,6.0,2LDK,55.79,210000.0
Edogawa,2,2.0,29.0,9.0,1R,25.93,135000.0
Edogawa,2,2.0,29.0,9.0,1R,29.04,138000.0
Edogawa,5,40.0,4.0,3.0,1R,18.0,61000.0
Edogawa,5,40.0,4.0,2.0,1R,17.0,61000.0
Edogawa,13,38.0,5.0,3.0,1R,21.67,60000.0
Edogawa,2,34.0,10.0,4.0,2LDK,50.3,157000.0
Edogawa,2,34.0,10.0,6.0,2LDK,49.6,170000.0
Edogawa,8,37.0,4.0,4.0,1R,12.3,42000.0
Edogawa,4,0.0,7.0,1.0,1LDK,43.67,191000.0
Edogawa,4,0.0,7.0,2.0,1LDK,43.67,198000.0
Edogawa,16,36.0,7.0,1.0,1LDK,47.2,160000.0
Edogawa,1,34.0,10.0,6.0,2LDK,49.6,170000.0
Edogawa,1,34.0,10.0,6.0,2LDK,49.6,195000.0
Edogawa,1,4.0,1.0,5.0,1R,39.04,163000.0
Edogawa,24,37.0,7.0,3.0,1K,21.84,65000.0
Edogawa,24,37.0,7.0,4.0,1K,21.84,65000.0
Edogawa,4,25.0,3.0,2.0,1K,16.0,55000.0
Edogawa,1,5.0,22.0,5.0,1R,39.04,163000.0
Edogawa,16,36.0,7.0,1.0,1LDK,47.2,160000.0
Edogawa,3,30.0,6.0,4.0,2DK,50.0,113000.0
Edogawa,3,30.0,6.0,4.0,2DK,50.0,115000.0
Edogawa,15,27.0,3.0,2.0,2LDK,54.22,94000.0
Edogawa,11,37.0,3.0,2.0,2LDK,47.0,95000.0
Edogawa,10,28.0,7.0,5.0,2DK,44.53,115000.0
Edogawa,8,26.0,3.0,3.0,2DK,48.52,96000.0
Edogawa,10,27.0,3.0,1.0,2LDK,55.61,127000.0
Edogawa,10,27.0,3.0,1.0,2LDK,55.61,129000.0
Edogawa,15,22.0,3.0,3.0,2LDK,51.5,114500.0
Edogawa,5,35.0,3.0,3.0,2DK,40.0,80000.0
Edogawa,10,8.0,9.0,4.0,1DK,27.11,102000.0
Edogawa,11,28.0,4.0,3.0,2LDK,49.04,132000.0
Edogawa,8,33.0,4.0,4.0,2DK,35.0,85000.0
Edogawa,5,31.0,4.0,2.0,2DK,42.9,90000.0
Edogawa,10,0.0,3.0,3.0,1K,28.52,94000.0
Edogawa,10,0.0,3.0,1.0,1LDK,36.43,116000.0
Edogawa,9,33.0,6.0,3.0,2LDK,57.11,124000.0
Edogawa,12,22.0,3.0,1.0,1LDK,50.77,108000.0
Edogawa,6,28.0,10.0,3.0,2LDK,54.0,129000.0
Edogawa,6,28.0,10.0,3.0,2LDK,65.7,146000.0
Edogawa,9,22.0,3.0,1.0,2LDK,78.17,149500.0
Edogawa,9,22.0,3.0,1.0,2LDK,78.17,149500.0
Koto,6,4.0,9.0,4.0,1DK,25.32,155000.0
Koto,6,4.0,9.0,5.0,1DK,25.65,159000.0
Koto,7,0.0,11.0,2.0,1LDK,36.63,199000.0
Koto,7,0.0,11.0,2.0,1LDK,36.66,200000.0
Koto,7,0.0,10.0,2.0,1LDK,25.4,153000.0
Koto,7,0.0,10.0,2.0,1LDK,26.99,162000.0
Koto,4,10.0,11.0,10.0,1K,26.79,104400.0
Koto,4,10.0,11.0,10.0,1LDK,39.71,156100.0
Koto,8,4.0,8.0,4.0,2DK,52.49,220000.0
Koto,8,4.0,8.0,7.0,1LDK,56.86,227000.0
Koto,7,8.0,10.0,7.0,1LDK,32.76,169000.0
Koto,7,8.0,10.0,2.0,1LDK,38.0,194000.0
Koto,7,8.0,12.0,2.0,1LDK,32.45,164000.0
Koto,7,8.0,12.0,8.0,1LDK,32.45,171000.0
Koto,6,0.0,5.0,3.0,1R,23.66,136000.0
Koto,6,0.0,5.0,2.0,1R,23.66,136000.0
Koto,5,7.0,13.0,4.0,2K,25.43,118000.0
Koto,6,4.0,19.0,6.0,1K,25.59,126000.0
Koto,6,4.0,19.0,2.0,1K,25.99,129000.0
Koto,6,6.0,12.0,9.0,2K,26.35,142000.0
Koto,6,6.0,12.0,7.0,2K,26.35,154000.0
Koto,7,11.0,10.0,4.0,1K,29.53,139000.0
Koto,7,11.0,10.0,2.0,1LDK,45.04,195000.0
Koto,2,0.0,5.0,1.0,1LDK,27.68,160000.0
Koto,2,0.0,5.0,1.0,1LDK,27.68,164000.0
Koto,8,9.0,9.0,3.0,1K,26.34,138000.0
Koto,8,9.0,9.0,2.0,1K,26.17,139000.0
Koto,4,0.0,14.0,11.0,1R,25.2,138000.0
Koto,4,0.0,14.0,6.0,1DK,25.35,143000.0
Koto,5,0.0,12.0,4.0,1DK,27.35,158000.0
Koto,5,0.0,12.0,5.0,1DK,27.35,163000.0
Koto,5,18.0,10.0,5.0,1LDK,38.92,149800.0
Koto,5,18.0,10.0,8.0,2LDK,60.0,211100.0
Koto,7,6.0,8.0,3.0,1LDK,41.45,163500.0
Koto,2,3.0,3.0,1.0,1LDK,49.15,172500.0
Koto,4,18.0,10.0,3.0,1LDK,38.92,139800.0
Koto,4,18.0,10.0,3.0,1LDK,38.92,147500.0
Koto,8,7.0,8.0,4.0,1R,25.99,130000.0
Koto,8,7.0,8.0,2.0,1DK,25.53,132000.0
Koto,7,4.0,10.0,1.0,1DK,25.41,140000.0
Koto,7,4.0,10.0,2.0,1DK,25.41,142000.0
Koto,9,0.0,18.0,3.0,2K,26.57,140000.0
Koto,9,0.0,18.0,3.0,2K,26.76,141000.0
Koto,8,0.0,5.0,1.0,1R,25.24,144000.0
Koto,8,0.0,5.0,2.0,1R,25.24,146000.0
Koto,6,3.0,12.0,4.0,1DK,25.77,147000.0
Koto,6,3.0,12.0,7.0,1DK,25.97,149000.0
Koto,9,3.0,10.0,1.0,1DK,26.34,132000.0
Koto,9,3.0,10.0,2.0,1K,26.34,132000.0
Koto,2,2.0,10.0,6.0,1LDK,39.9,178000.0
Koto,5,12.0,7.0,4.0,1K,25.09,100500.0
Koto,5,12.0,7.0,7.0,1K,25.56,105500.0
Koto,6,0.0,6.0,2.0,1DK,29.12,162000.0
Koto,7,4.0,5.0,4.0,1DK,25.3,137000.0
Koto,7,4.0,5.0,5.0,1DK,25.28,139000.0
Koto,7,2.0,4.0,4.0,1DK,29.1,149000.0
Koto,7,2.0,4.0,3.0,1DK,31.15,157000.0
Koto,10,4.0,12.0,9.0,1K,25.05,133000.0
Koto,10,4.0,12.0,5.0,1K,25.05,133000.0
Koto,6,7.0,11.0,9.0,1K,25.66,125000.0
Koto,6,7.0,11.0,7.0,1K,25.75,130000.0
Koto,7,4.0,10.0,7.0,1DK,25.13,144000.0
Koto,7,4.0,10.0,4.0,1DK,25.13,144000.0
Koto,9,2.0,11.0,2.0,2K,25.77,127000.0
Koto,9,2.0,11.0,2.0,1K,25.77,130000.0
Koto,9,3.0,5.0,4.0,1DK,25.29,146000.0
Koto,6,5.0,13.0,2.0,1DK,27.25,164000.0
Koto,6,5.0,13.0,3.0,1DK,27.25,166000.0
Koto,7,2.0,8.0,2.0,1DK,25.1,145000.0
Koto,7,2.0,8.0,5.0,1DK,25.1,146000.0
Koto,7,9.0,8.0,1.0,1K,25.45,122000.0
Koto,7,9.0,8.0,1.0,1K,25.45,123000.0
Koto,11,0.0,7.0,1.0,1DK,26.55,144000.0
Koto,11,0.0,7.0,1.0,1DK,25.37,144000.0
Koto,5,12.0,7.0,3.0,1K,25.66,131500.0
Koto,5,12.0,7.0,4.0,1K,25.66,132000.0
Koto,8,14.0,9.0,6.0,1DK,34.62,136000.0
Koto,8,14.0,9.0,2.0,1DK,34.62,151000.0
Koto,4,7.0,10.0,5.0,1K,25.56,118000.0
Koto,4,7.0,10.0,10.0,1K,25.56,120000.0
Koto,6,13.0,14.0,2.0,1K,25.64,124000.0
Koto,6,13.0,14.0,11.0,1K,25.48,135000.0
Koto,6,5.0,11.0,2.0,1K,25.62,144000.0
Koto,6,5.0,11.0,5.0,1K,25.62,144000.0
Koto,2,19.0,15.0,2.0,1R,22.2,114000.0
Koto,2,19.0,15.0,4.0,1R,22.2,114000.0
Koto,8,20.0,9.0,3.0,1K,20.03,96000.0
Koto,8,20.0,9.0,5.0,1K,20.03,101000.00000000001
Koto,3,5.0,7.0,2.0,1DK,25.17,142000.0
Koto,3,5.0,7.0,1.0,2K,25.13,144000.0
Koto,3,7.0,11.0,3.0,1K,25.3,150000.0
Koto,3,7.0,11.0,4.0,1K,25.1,153000.0
Koto,7,2.0,8.0,3.0,1K,26.47,130000.0
Koto,7,2.0,8.0,4.0,1K,26.47,130000.0
Koto,4,15.0,10.0,8.0,1K,25.93,105000.0
Koto,5,14.0,5.0,4.0,1K,22.27,88000.0
Koto,5,14.0,5.0,4.0,1K,22.27,92000.0
Koto,2,12.0,9.0,8.0,1K,26.07,113500.0
Koto,2,12.0,9.0,9.0,1K,25.74,133000.0
Koto,11,12.0,14.0,5.0,1LDK,39.69,179000.0
Koto,11,12.0,14.0,8.0,1LDK,39.69,181000.0
Koto,8,20.0,15.0,5.0,1LDK,38.75,167000.0
Koto,8,20.0,15.0,11.0,1DK,38.25,170000.0
Koto,7,14.0,8.0,7.0,1K,27.6,108900.0
Koto,5,7.0,13.0,4.0,1K,25.83,127000.0
Koto,5,7.0,13.0,13.0,1K,26.54,129000.0
Koto,5,7.0,7.0,2.0,1K,25.25,133000.0
Koto,5,7.0,7.0,5.0,1K,25.25,140000.0
Koto,6,16.0,10.0,4.0,1K,25.04,108000.0
Koto,6,16.0,10.0,3.0,1K,25.04,112500.0
Koto,8,4.0,12.0,4.0,1DK,25.48,144000.0
Koto,8,4.0,12.0,6.0,1DK,25.48,146000.0
Koto,5,6.0,10.0,2.0,1R,21.0,108000.0
Koto,5,6.0,10.0,3.0,1R,21.0,110000.0
Koto,5,7.0,9.0,1.0,1K,25.25,135000.0
Koto,5,7.0,9.0,5.0,1K,27.01,140000.0
Koto,8,0.0,10.0,1.0,1DK,26.11,154000.0
Koto,8,0.0,10.0,3.0,1DK,26.11,159000.0
Koto,2,7.0,11.0,4.0,1DK,25.08,142000.0
Koto,2,7.0,11.0,8.0,1DK,25.08,146000.0
Koto,4,5.0,13.0,3.0,1R,26.32,152000.0
Koto,4,5.0,13.0,6.0,1R,26.32,153000.0
Koto,5,11.0,1.0,4.0,1R,33.3,169000.0
Koto,5,11.0,1.0,3.0,1K,29.47,182000.0
Koto,3,7.0,5.0,3.0,1K,25.64,119000.0
Koto,3,7.0,5.0,4.0,1K,25.64,120000.0
Koto,7,0.0,10.0,4.0,1DK,25.02,179000.0
Koto,7,0.0,10.0,9.0,1DK,25.02,183000.0
Koto,9,25.0,12.0,2.0,2LDK,67.05,209000.0
Koto,9,25.0,12.0,2.0,2LDK,67.05,217000.0
Koto,10,8.0,13.0,4.0,1DK,26.5,125000.0
Koto,10,8.0,13.0,10.0,1LDK,42.32,179000.0
Koto,5,6.0,13.0,3.0,1R,25.44,147000.0
Koto,5,6.0,13.0,9.0,1R,25.44,148000.0
Koto,2,7.0,10.0,10.0,1K,25.55,112000.0
Koto,2,7.0,10.0,5.0,1K,25.55,112000.0
Koto,3,12.0,13.0,3.0,1K,25.42,115000.0
Koto,3,12.0,13.0,3.0,1K,25.52,117000.0
Koto,9,4.0,7.0,5.0,1DK,25.0,141000.0
Koto,9,4.0,7.0,1.0,1DK,27.69,145000.0
Koto,4,16.0,14.0,5.0,1K,21.96,128000.0
Koto,4,16.0,14.0,9.0,1K,21.96,129000.0
Koto,1,9.0,11.0,2.0,1K,25.57,111000.0
Koto,1,9.0,11.0,3.0,1K,25.57,134000.0
Koto,8,9.0,8.0,4.0,1K,25.95,139000.0
